index_time, globalTokenPositionCreationTime,num_candidates, num_clonePairs, total_run_time, searchTime,timeSpentInSearchingCandidates,timeSpentInProcessResult,operation,sortTime_during_indexing
332,262,0,0,778,0,0,0,index,0
0,52,0,0,453,9,0,0,search
632,237,0,0,1022,0,0,0,index,0
0,52,0,0,436,1,0,0,search
0,53,0,0,410,1,0,0,search
305,250,0,0,747,0,0,0,index,0
0,52,0,0,420,1,0,0,search
344,304,0,0,812,0,0,0,index,0
0,52,0,0,528,1,0,0,search
306,301,0,0,808,0,0,0,index,0
0,52,0,0,501,1,0,0,search
297,242,0,0,720,0,0,0,index,0
0,53,0,0,457,1,0,0,search
305,271,0,0,800,0,0,0,index,0
0,52,0,0,428,1,0,0,search
344,296,0,0,797,0,0,0,index,0
0,52,0,0,447,0,0,0,search
234,333,0,0,787,0,0,0,index,0
0,52,0,0,448,0,0,0,search
277,278,0,0,719,0,0,0,index,0
0,52,0,0,490,1,0,0,search
309,246,0,0,715,0,0,0,index,0
0,51,0,0,526,1,0,0,search
282,234,0,0,672,0,0,0,index,0
0,52,0,0,438,1,0,0,search
6021,4625,0,0,10818,0,0,0,index,227
0,218,0,456,9808,9012,0,0,search
5877,4761,0,0,10856,0,0,0,index,58
0,264,0,456,9810,8968,0,0,search
4051,3930,0,0,8159,0,0,0,index,58
0,216,0,456,9093,8316,0,0,search
5699,4247,0,0,10144,0,0,0,index,50
0,223,0,456,10312,9496,0,0,search
5302,4185,0,0,9671,0,0,0,index,69
0,259,0,456,8968,8147,0,0,search
4444,4784,0,0,9409,0,0,0,index,64
0,264,0,456,10090,9187,0,0,search
5678,4668,0,0,10544,0,0,0,index,67
0,181,0,456,9604,8721,0,0,search
5057,4366,0,0,9617,0,0,0,index,114
0,212,0,456,10178,9322,0,0,search
5927,3121,0,0,9237,0,0,0,index,70
0,194,0,456,9434,8641,0,0,search
5371,4459,0,0,10006,0,0,0,index,68
0,229,0,456,10158,9122,0,0,search
5628,4858,0,0,10655,0,0,0,index,140
0,223,0,456,10021,9151,0,0,search
6026,4802,0,0,11030,0,0,0,index,48
0,265,0,456,9264,8340,0,0,search
5899,3044,0,0,9139,0,0,0,index,66
0,188,0,456,10434,9560,0,0,search
4545,4887,0,0,9643,0,0,0,index,56
0,220,0,456,9885,9037,0,0,search
5630,4959,0,0,10775,0,0,0,index,65
0,217,0,456,9595,8712,0,0,search
6063,4910,0,0,11159,0,0,0,index,65
0,189,0,456,9870,9015,0,0,search
6089,3256,0,0,9574,0,0,0,index,132
0,218,0,456,10047,9168,0,0,search
5529,4646,0,0,10318,0,0,0,index,56
0,221,0,456,9039,8127,0,0,search
5954,4504,0,0,10663,0,0,0,index,104
0,190,0,456,10542,9624,0,0,search
5982,4601,0,0,10817,0,0,0,index,76
0,212,0,456,9669,8824,0,0,search
4507,4758,0,0,9430,0,0,0,index,77
0,268,0,456,9949,9076,0,0,search
6046,5132,0,0,11325,0,0,0,index,67
0,219,0,456,9909,9040,0,0,search
6137,4717,0,0,11053,0,0,0,index,73
0,227,0,456,9226,8429,0,0,search
6260,4435,0,0,10883,0,0,0,index,158
0,211,0,456,10312,9492,0,0,search
4627,4776,0,0,9614,0,0,0,index,81
0,232,0,456,8820,7888,0,0,search
6120,4624,0,0,10974,0,0,0,index,63
0,212,0,456,9063,8232,0,0,search
5756,4656,0,0,10581,0,0,0,index,68
0,221,0,456,10601,9763,0,0,search
5795,4588,0,0,10607,0,0,0,index,67
0,265,0,456,9461,8484,0,0,search
4627,4701,0,0,9477,0,0,0,index,75
0,218,0,456,9871,9007,0,0,search
5997,4846,0,0,11048,0,0,0,index,82
0,258,0,456,9182,8181,0,0,search
5831,4799,0,0,10858,0,0,0,index,69
0,220,0,455,9906,8986,0,0,search
6015,4669,0,0,10851,0,0,0,index,72
0,184,0,455,10510,9631,0,0,search
4580,4569,0,0,9334,0,0,0,index,77
0,215,0,455,9637,8705,0,0,search
5703,4674,0,0,10608,0,0,0,index,76
